,cnnpoints,foxpoints,nas_rate,sp_rate
1,0.048398887810652526,0.10852231450137854,-0.00044703454378713545,0.001264222503160604
2,0.0957224536123523,0.025699961403059794,-0.002300206168127379,0.0050314465408805445
3,0.017777750115297215,0.042921155949981464,-0.0031958632750201223,-0.0021008403361344836
4,0.019444065808020234,0.13965325425747138,-0.006587143106798874,0.005432511491851191
5,0.002991473192780577,0.03616022307227271,-2.950446842391328e-05,-0.0012552301255230602
6,-0.004689516891037038,0.03453332230557282,-0.011457329864538441,-0.0004185851820844709
7,0.07547545760202255,0.071631290908557,-0.0015022784860517183,-0.0008378718056137232
8,0.07776303304623618,0.21642342693491157,0.008764711693388326,-0.0010484378276369105
9,0.06493027559142163,0.10410022633731997,-0.0006586025584077418,0.0023012552301255114
10,-0.025571920273325426,0.014488897611870681,0.005165720782399064,-0.007588532883642484
11,-0.029730494318427815,0.046395360024527786,0.0008171395571536717,0.0032105696659998815
12,0.06286425973088582,0.052361118427968076,-0.0010348679239297314,0.00016806440227900942
13,0.0023502709796491095,0.054326483735326066,-0.0009568005757396336,0.0013636611574755428
14,-0.001656281716364335,0.06401718499806074,-0.0030159991318197484,0.0032245922208281683
15,-0.012860484396281166,0.04621170771853514,0.004815616952684344,-4.182367973089262e-06
16,0.04791450603731639,0.04508582300896877,-0.0009156869833873729,0.0025073007926574254
17,-0.009015979252352365,0.09061239455339068,-0.003423369186673778,-0.006821351165174066
18,0.10954400562841066,0.09075610968883707,-0.011331406944311444,-0.006668104304880865
19,-0.07055600934732116,0.05390673208205137,0.005889491254284732,0.005052587294909582
20,0.017874692874692878,0.035428549203061516,-0.000713245553348085,0.004606365159128954
21,0.05358777328877026,0.0630870987026163,-0.0027825434520377264,-0.012293344637558252
22,0.12355039495878986,0.05385900505448571,0.009286283542782043,0.00778128286014716
23,0.030686913982878115,0.04819378158967305,-0.001037525672923243,-0.004435994930291376
24,0.0405854430379747,0.07998806697481174,-0.009476627088244425,0.007963118189438295
25,0.06302231237322516,0.19188459239404476,-0.010539695067040295,0.0012557555462537101
26,-0.004053521023744169,0.40542643811637524,-0.0030033487081052076,-0.0020973154362416407
27,-0.10978674558579006,0.11581631695205216,-0.00277384269166702,-0.004635482511588683
28,-0.04174807345044409,0.044871282951674876,0.0009073035399620423,0.00377833753148614
29,0.04848381503443355,0.18951741528915741,0.0011276899365384137,-0.004215851602023669
30,-0.0010661004821278831,0.15106805852693456,0.003028163646410835,-0.0055108096651122936
31,-0.01596012533630192,0.2996828640635585,-0.013576104372129683,0.002536997885835041
32,0.0044533706375903676,0.13341000895262545,0.0005469128451697188,-4.228347688563882e-06
33,-0.04108169336512521,0.05387523506484211,0.000864750507006676,-0.008524520255863519
