Points,Group
0.04829515851068094,CNN
0.1756021116908221,CNN
0.0347323982062618,CNN
0.0041770503728863345,CNN
0.026843203338147974,CNN
0.03111259940545792,CNN
0.0869149157926832,CNN
-0.007367401370510286,CNN
0.054017983059997686,CNN
0.06344589077274888,CNN
0.022248745848676182,CNN
0.07727464047144274,CNN
0.10696256435245015,CNN
0.04527134286009368,CNN
0.07457679054350755,CNN
0.15882685728325932,CNN
0.09074494679427303,CNN
0.09860659686317583,CNN
0.13693217485590367,CNN
0.09813976249359309,CNN
0.010987785984167272,CNN
0.12396515345859944,CNN
0.12258169530874513,CNN
0.03003096428682938,CNN
-0.011881136180726516,CNN
0.13551149225306527,CNN
0.058665184948734836,CNN
0.07742537060460634,CNN
0.008922165089654856,CNN
0.031597515676993974,CNN
0.05056441374426362,CNN
0.10268896230695045,CNN
0.022797679875856326,CNN
0.17339626888665927,CNN
0.14235142117186483,CNN
0.057384590389734966,CNN
0.12618483472788955,CNN
0.03301237041233039,CNN
0.074621627992123,CNN
-0.02777601076144563,CNN
0.0651164812239221,CNN
0.0575969694019039,CNN
0.024956121639861658,CNN
0.12466047373747796,CNN
-0.015358820826738498,CNN
0.15239249355511023,CNN
0.17400886676454858,CNN
-0.021720482820227906,CNN
0.07715291363026057,CNN
0.13797926802647698,CNN
0.08820485891220119,CNN
0.032538216467437736,CNN
-0.011905933845306662,CNN
0.09398064917452169,CNN
0.06040225674617711,CNN
0.09972300126077913,CNN
0.03986800659450791,CNN
0.049139661774057306,CNN
0.0318742502308007,CNN
0.06180300161951541,CNN
0.3578006403140173,CNN
0.026339665594713173,CNN
0.00939697633936252,CNN
0.09986523772983033,CNN
0.17984080322292562,CNN
0.060638533573083804,CNN
0.06806342752208855,CNN
0.056827082283940906,CNN
-0.13378797339523021,CNN
0.04223950037668014,CNN
0.07374962933773993,CNN
0.059326303485561366,CNN
0.020766146970873953,CNN
0.055237512540590276,CNN
0.0067271075530968985,CNN
0.06934702504528209,CNN
0.11231110521940076,CNN
0.06657552878476657,CNN
0.028113826715670445,CNN
0.01433841278688097,CNN
0.015057309495883048,CNN
-0.0050457469605809605,CNN
0.11560675381661056,CNN
0.10115494074925484,CNN
0.049069810784048165,CNN
-0.037599449000826936,CNN
0.09711557972104214,CNN
0.007844237220377871,CNN
0.037280893105990746,CNN
0.014699922511695432,CNN
0.017604997802743702,CNN
0.15160298163454078,CNN
0.013581662194487941,CNN
0.003340024573892563,CNN
0.024375466044834405,CNN
0.04104716972480527,CNN
0.10010062259925946,CNN
0.013141076539501927,CNN
0.04755455824063418,CNN
0.08409827889708388,CNN
0.061310393843090276,CNN
0.10699391777765967,CNN
-0.047270261416758046,CNN
-0.033743073814180874,CNN
0.027973613985578343,CNN
0.03606083333508471,CNN
-0.003672632250108555,CNN
-0.01811405947585619,CNN
0.06854781403341732,CNN
0.006763611351399291,CNN
0.006733975127854792,CNN
-0.010562530891647406,CNN
0.09922314920708217,CNN
0.07452153954556666,CNN
0.07521100017866934,CNN
0.09836637166623964,CNN
0.11707546568416997,CNN
0.0681589011641053,CNN
-0.004886552249936971,CNN
0.1250912240961857,CNN
0.08075353995835925,CNN
0.022578869392689695,CNN
0.05865783511071103,CNN
0.07568049646422516,CNN
0.06911644057652597,CNN
0.1349475445055283,CNN
0.11098446832163018,CNN
0.055691452572851484,CNN
0.041430136169171,CNN
0.08395549218955277,CNN
0.13561490752906527,CNN
-0.05737702788794345,CNN
0.0006412894243351605,CNN
0.09123812070727388,CNN
0.010472445328231002,CNN
0.0573634365385769,CNN
0.0724801935483946,CNN
0.032889138035379836,CNN
0.06440242453755968,CNN
0.06354832790124365,CNN
0.05389901817865216,CNN
0.004449401291532235,CNN
0.07670056306364546,CNN
0.0671019740623737,CNN
0.07365277566045755,CNN
0.03384688266839812,CNN
0.13862184128248306,CNN
0.04934894795621517,CNN
0.09035141288264895,CNN
0.051792441775078336,CNN
0.03895405204382292,CNN
0.06704840881575863,CNN
0.10278070599061288,CNN
0.05019719344517881,CNN
0.1005131971500536,CNN
0.08498822039638365,CNN
0.040610033252836034,CNN
0.03998514765860367,CNN
0.09397457136670172,CNN
0.055896363157350075,CNN
-0.020543164349688087,CNN
0.09319807235684378,CNN
0.1005706637327431,CNN
0.06036600782060712,CNN
0.03393136650795567,CNN
-0.07232979434858178,CNN
-0.023118427429438034,CNN
-0.057544633469401835,CNN
0.0805140338373089,CNN
0.060352341999407075,CNN
0.02927200980247801,CNN
-0.0031231004102239813,CNN
0.07236851097342885,CNN
0.025001661797824887,CNN
0.016651141508945245,CNN
0.02165310669035164,CNN
0.09785001039800148,CNN
0.06708535520268151,CNN
0.09047167765200581,CNN
0.13478653611488542,CNN
0.06423174919831622,CNN
0.0804905335385126,CNN
-0.011956483876595802,FoxsNews
0.10852231450137854,FoxsNews
0.025699961403059794,FoxsNews
0.045001195227382544,FoxsNews
0.03495482005776209,FoxsNews
0.042921155949981464,FoxsNews
0.13965325425747138,FoxsNews
0.03616022307227271,FoxsNews
0.03453332230557282,FoxsNews
0.071631290908557,FoxsNews
0.09398576023576025,FoxsNews
0.044968806965910435,FoxsNews
0.21642342693491157,FoxsNews
0.10410022633731997,FoxsNews
0.014488897611870681,FoxsNews
0.046395360024527786,FoxsNews
0.052361118427968076,FoxsNews
0.03336678971339818,FoxsNews
0.02299474485479722,FoxsNews
0.054326483735326066,FoxsNews
0.06401718499806074,FoxsNews
0.04621170771853514,FoxsNews
0.04508582300896877,FoxsNews
0.09061239455339068,FoxsNews
0.05060159455255824,FoxsNews
0.055509621626239056,FoxsNews
0.09075610968883707,FoxsNews
0.05390673208205137,FoxsNews
0.035428549203061516,FoxsNews
0.0630870987026163,FoxsNews
0.1185690344890205,FoxsNews
0.017921446253809772,FoxsNews
0.07949107597948807,FoxsNews
0.05385900505448571,FoxsNews
0.04819378158967305,FoxsNews
0.07998806697481174,FoxsNews
0.19188459239404476,FoxsNews
0.40542643811637524,FoxsNews
0.14106812417261824,FoxsNews
0.1744675397237234,FoxsNews
0.11581631695205216,FoxsNews
0.044871282951674876,FoxsNews
0.18951741528915741,FoxsNews
0.15106805852693456,FoxsNews
0.2996828640635585,FoxsNews
0.19848259958853398,FoxsNews
0.12193881968338122,FoxsNews
0.13341000895262545,FoxsNews
0.05387523506484211,FoxsNews
0.08141246263565452,FoxsNews
0.13350710016666767,FoxsNews
0.23181666030137843,FoxsNews
0.12687374699552878,FoxsNews
0.10930304210406919,FoxsNews
0.04609405561994455,FoxsNews
0.10978681584249082,FoxsNews
0.17256384313535544,FoxsNews
0.019921510153368113,FoxsNews
0.14752228391867817,FoxsNews
0.15943768768422592,FoxsNews
0.1709846856293506,FoxsNews
0.11412563465564028,FoxsNews
0.1261598472511234,FoxsNews
0.15336626168025283,FoxsNews
0.23547269362409548,FoxsNews
0.12581136066917414,FoxsNews
0.23310544640651143,FoxsNews
0.1487385510227452,FoxsNews
0.1759981073267621,FoxsNews
0.09806137703348097,FoxsNews
0.16541992046162457,FoxsNews
0.15534115226768902,FoxsNews
-0.021333151277546474,FoxsNews
0.13981765450600817,FoxsNews
0.18046698590141855,FoxsNews
0.09994171000028733,FoxsNews
0.3242884953790304,FoxsNews
0.13933734987507757,FoxsNews
0.10460523082618284,FoxsNews
0.0760745764701521,FoxsNews
0.130608006203524,FoxsNews
0.22899737391341662,FoxsNews
0.23270079593609008,FoxsNews
0.06089103397241692,FoxsNews
0.07865067959711945,FoxsNews
0.15436091578750416,FoxsNews
0.18214185771114969,FoxsNews
0.08247375618380987,FoxsNews
0.09540368004390841,FoxsNews
0.29765790342917575,FoxsNews
0.16971781711523568,FoxsNews
0.07692514013206929,FoxsNews
0.23733868757508608,FoxsNews
0.024162464764624057,FoxsNews
0.05282320417476765,FoxsNews
0.1023074923302058,FoxsNews
0.12418884557702498,FoxsNews
0.06786765184318888,FoxsNews
0.07539868729084616,FoxsNews
-0.0597662020704253,FoxsNews
0.11931405902300102,FoxsNews
0.09269160137421202,FoxsNews
0.23862312986258866,FoxsNews
0.07036034745905281,FoxsNews
0.09293638378812168,FoxsNews
0.17222418527423933,FoxsNews
0.0946152310793244,FoxsNews
0.4430953244136101,FoxsNews
0.061537379980145634,FoxsNews
0.15293468750362155,FoxsNews
0.04904391020370215,FoxsNews
0.02309413376032007,FoxsNews
-0.005771353802327489,FoxsNews
0.022720754601943473,FoxsNews
0.09417725571076409,FoxsNews
0.10745012422039746,FoxsNews
0.025799753590672297,FoxsNews
-0.06327866263068734,FoxsNews
-0.002905091272192432,FoxsNews
0.018358711024461623,FoxsNews
0.03932595008471049,FoxsNews
0.030291495370034522,FoxsNews
0.09435119119451076,FoxsNews
0.021938150017367854,FoxsNews
0.07943349768856454,FoxsNews
0.10036294481487146,FoxsNews
0.02322772925763442,FoxsNews
0.06510980290973695,FoxsNews
0.013122241819075665,FoxsNews
0.06170571925715211,FoxsNews
0.08993178019650565,FoxsNews
0.08167586995883047,FoxsNews
0.43307783018102874,FoxsNews
0.07565525481820334,FoxsNews
-0.014667330058872621,FoxsNews
0.05541440348259612,FoxsNews
0.060541653565307746,FoxsNews
0.09062822162616507,FoxsNews
0.036310959650940694,FoxsNews
0.2018159501402391,FoxsNews
0.10420915598940453,FoxsNews
0.07147477026511527,FoxsNews
0.028441518757332813,FoxsNews
0.027229554419098655,FoxsNews
0.06299404969513299,FoxsNews
0.04127591235564563,FoxsNews
-0.02041454590147334,FoxsNews
-0.004919513034342857,FoxsNews
0.05148785008616655,FoxsNews
0.01701340435299447,FoxsNews
-0.008836357190242007,FoxsNews
0.06520399514391755,FoxsNews
0.11517159159864049,FoxsNews
0.06986771257396046,FoxsNews
0.03296173729953407,FoxsNews
0.06123160688330047,FoxsNews
0.01925498047686558,FoxsNews
0.033112243278104435,FoxsNews
0.05386451987246731,FoxsNews
0.012018095465149453,FoxsNews
0.08866493446835791,FoxsNews
0.10052563717744376,FoxsNews
0.10138552145489046,FoxsNews
0.15692150731092608,FoxsNews
0.08746733163825654,FoxsNews
0.013594554088951662,FoxsNews
0.012305807567089481,FoxsNews
0.12681867263445037,FoxsNews
0.046835366748959065,FoxsNews
-0.017747118401222388,FoxsNews
0.014496559303509893,FoxsNews
0.04734821210429084,FoxsNews
-0.03553016052024645,FoxsNews
-0.015650521115407417,FoxsNews
0.023572962817411846,FoxsNews
0.01849361371322925,FoxsNews
0.018419433610048067,FoxsNews
-0.0312782285603014,FoxsNews
0.022357728478818718,FoxsNews
-0.038151443287614946,FoxsNews
0.05924128762759898,FoxsNews
0.12663978907264717,FoxsNews
0.03997965054323029,FoxsNews
0.07367152129164238,FoxsNews
0.09853441426037396,FoxsNews
0.07589176781943156,FoxsNews
0.040793180642456385,FoxsNews
-0.015924867627326512,FoxsNews
0.14295555242980432,FoxsNews
0.03198392599050418,FoxsNews
0.026461375562827284,FoxsNews
0.0848993087111611,FoxsNews
0.009073797152645714,FoxsNews
0.07231537551744903,FoxsNews
0.10899207606570051,FoxsNews
0.023309751100834764,FoxsNews
0.02466009243042776,FoxsNews
0.04394457137089794,FoxsNews
0.016843288254207105,FoxsNews
0.05075250114841696,FoxsNews
0.019414886092840835,FoxsNews
0.022631370303124863,FoxsNews
0.04416120545406392,FoxsNews
0.06944774368943336,FoxsNews
0.024363073426759474,FoxsNews
0.010418634215405193,FoxsNews
0.050617183011071175,FoxsNews
0.09846456960642677,FoxsNews
0.10853451673326792,FoxsNews
-0.04662810176540877,FoxsNews
0.06810227021433815,FoxsNews
0.057358501740897676,FoxsNews
0.09470738549752437,FoxsNews
0.023383764536794818,FoxsNews
-0.08324346211559457,FoxsNews
0.027904546284393827,FoxsNews
0.14552488456128077,FoxsNews
0.09597856114097891,FoxsNews
0.09728706148164366,FoxsNews
-0.06713632561377232,FoxsNews
0.008627854450389523,FoxsNews
0.035035158509967405,FoxsNews
0.10234796852558678,FoxsNews
0.07544519109210966,FoxsNews
0.059094932315772584,FoxsNews
0.029990188634670616,FoxsNews
-0.0009937535891751418,FoxsNews
0.004172757775334409,FoxsNews
0.12130230251307657,FoxsNews
0.07402701258314554,FoxsNews
0.1639287696156571,FoxsNews
-0.03677238960398353,FoxsNews
-0.001266826405115985,FoxsNews
0.05226428668960716,FoxsNews
0.10078052529058133,FoxsNews
0.019394965990971638,FoxsNews
-0.04580193503317041,FoxsNews
0.15552421503975938,FoxsNews
0.05795139718131591,FoxsNews
0.01370657964534494,FoxsNews
0.08171529847799205,FoxsNews
0.02369767180126027,FoxsNews
0.007969017502376647,FoxsNews
0.02792041091848951,FoxsNews
0.02254384578257228,FoxsNews
0.04642627733137879,FoxsNews
0.034967555581020854,FoxsNews
-0.004078773842156407,FoxsNews
0.006308381439798198,FoxsNews
0.01636126792127772,FoxsNews
0.06562916312644815,FoxsNews
0.10851407544537946,FoxsNews
0.05375189611821366,FoxsNews
0.07450884094228111,FoxsNews
0.11820859599897048,FoxsNews
0.025262871286140222,FoxsNews
0.046873283442915734,FoxsNews
0.059774835546071124,FoxsNews
0.03403205056224999,FoxsNews
-0.0049090815028667,FoxsNews
0.08926442926094875,FoxsNews
0.11078729208419381,FoxsNews
0.04044721536475364,FoxsNews
0.007274466783155466,FoxsNews
0.03809518509798888,FoxsNews
0.12296425094993489,FoxsNews
0.04577660266461341,FoxsNews
0.018910833968293666,FoxsNews
0.037414943884241825,FoxsNews
0.04558664101888508,FoxsNews
0.011352899602864352,FoxsNews
0.02007830507489744,FoxsNews
0.00034710579714399177,FoxsNews
0.09004381693489565,FoxsNews
0.08926693023210437,FoxsNews
0.03182892942825298,FoxsNews
0.04481435408474823,FoxsNews
0.025767827119655765,FoxsNews
-0.02164229553471878,FoxsNews
-0.032129527264512854,FoxsNews
0.028905410791002315,FoxsNews
-0.029760909966056574,FoxsNews
0.05662416808458567,FoxsNews
0.043880220817958546,FoxsNews
-0.03427655825791006,FoxsNews
-0.003669021551508762,FoxsNews
0.1449862593184931,FoxsNews
0.03170874384706398,FoxsNews
0.07684468160302092,FoxsNews
0.052722124016442974,FoxsNews
0.0768695392625605,FoxsNews
0.0659560525466156,FoxsNews
0.04549027829684004,FoxsNews
0.012639513506864881,FoxsNews
0.06531594568137325,FoxsNews
0.1064617741836727,FoxsNews
0.042255069526607264,FoxsNews
0.019103272792267267,FoxsNews
0.0009058492493692364,FoxsNews
0.1062025434923357,FoxsNews
0.06337015903036991,FoxsNews
0.06978064940367454,FoxsNews
0.09167618032141026,FoxsNews
0.09174414043073817,FoxsNews
0.20177582811263473,FoxsNews
0.07029515866970489,FoxsNews
0.033217118920797255,FoxsNews
0.06405481189656816,FoxsNews
0.1525938127267784,FoxsNews
0.03445059271672175,FoxsNews
0.03207123100581312,FoxsNews
0.03132248657832196,FoxsNews
0.03165983131277032,FoxsNews
0.03943592909563308,FoxsNews
-0.02226747993899829,FoxsNews
0.125562804620453,FoxsNews
0.011871898788770003,FoxsNews
0.049617097485100695,FoxsNews
-0.026552777228705207,FoxsNews
-0.0025294320596636224,FoxsNews
0.0346878613021991,FoxsNews
0.02747631571195964,FoxsNews
0.08141355633094548,FoxsNews
0.07907500208064913,FoxsNews
0.03863814248879025,FoxsNews
0.03394860570769855,FoxsNews
0.05835774405388733,FoxsNews
0.05259013300245995,FoxsNews
0.04351667050617248,FoxsNews
0.06111771546564251,FoxsNews
0.022246566482369633,FoxsNews
0.004162461024152925,FoxsNews
0.01651870638256847,FoxsNews
0.031190981489501127,FoxsNews
0.054907703992769674,FoxsNews
0.051510714505318814,FoxsNews
0.024814719760746888,FoxsNews
0.045961233224342424,FoxsNews
0.08303189272229708,FoxsNews
0.005341355848867855,FoxsNews
0.02426267239868457,FoxsNews
0.015693312315825603,FoxsNews
0.09218192610549124,FoxsNews
0.05150842137276695,FoxsNews
0.09717183386698679,FoxsNews
0.04140599210614741,FoxsNews
0.046121668018109234,FoxsNews
0.050155308982663904,FoxsNews
0.07847361712361713,FoxsNews
0.018900480411594752,FoxsNews
0.06271196266159536,FoxsNews
0.007509224144390571,FoxsNews
0.030766588743965588,FoxsNews
0.06338863271734321,FoxsNews
0.07083284752178444,FoxsNews
0.04675404814627677,FoxsNews
0.05753953721434378,FoxsNews
0.03176740758959842,FoxsNews
0.0477929603372051,FoxsNews
0.02288349468869958,FoxsNews
0.04409128783312517,FoxsNews
-0.010523982083810585,FoxsNews
0.015618578285871073,FoxsNews
-0.013612671044012844,FoxsNews
-0.007617351516963023,FoxsNews
-0.05667657281668757,FoxsNews
