,diff,volume,sp5_rate,KMlables,HIlables,DBlables
58,0.019999999999999574,8682,-0.005860192549183783,0,0,0
59,-0.02880000000000038,26552,-0.0012069803698053904,0,0,0
60,-0.04779999999999873,14905,0.0003686635944700799,0,0,0
61,0.0,22120,0.0012552301255229115,0,0,0
62,0.10079999999999956,17256,0.0,0,0,0
63,0.1399000000000008,23837,-0.00420590002478992,0,0,0
64,0.029999999999997584,74136,-0.006338266384778113,0,0,0
65,0.120000000000001,2066,0.002109704641350241,0,0,0
66,0.16990000000000194,21191,-0.0012674271229403287,0,0,0
67,-0.14639999999999986,12593,-0.00281313020047796,0,0,0
68,0.08079999999999998,19457,0.0036807537103010148,0,0,0
69,0.1316999999999986,25623,0.0057787943009421005,0,0,0
70,-0.13000000000000256,19128,-0.004574198988195589,0,0,0
71,-0.05999999999999872,28936,-0.0025359256128486356,0,0,0
72,-0.03999999999999915,20863,0.0,0,0,0
73,-0.1576999999999984,12033,0.0009416315138310602,0,0,0
74,0.060000000000002274,30628,0.0011682834247152842,0,0,0
75,0.13010000000000232,10459,-0.0029610829103215008,0,0,0
76,0.08999999999999986,15275,-0.005529561888558018,0,0,0
77,0.283100000000001,9944,-0.005857160582036644,0,0,0
78,0.17949999999999733,9241,-0.007048837760399941,0,0,0
79,-0.020100000000002893,15514,-0.002574525159935881,0,0,0
80,0.005300000000001859,10959,0.00023320794807243377,0,0,0
81,-0.03999999999999915,6199,0.0023567427832830853,0,0,0
82,-0.011499999999998067,5259,0.0,0,0,0
83,0.0,26158,-0.00043103448275868807,0,0,0
84,0.13980000000000103,13576,-0.0004398485541055785,0,0,0
85,0.08130000000000237,15675,-0.0020958200273969332,0,0,0
86,0.08999999999999986,23496,-0.003090593844820148,0,0,0
87,0.08000000000000185,14252,0.0,0,0,0
88,0.0799999999999983,18119,-0.003479773814702125,0,0,0
89,0.05999999999999872,59920,-0.007008322382829617,0,0,0
90,-0.07000000000000028,14103,-0.0013157894736841045,0,0,0
91,0.014599999999997948,12723,0.0026203089252358476,0,0,0
92,0.010000000000001563,60097,-0.00043326039387300846,0,0,0
93,-0.08999999999999986,57381,0.0,0,0,0
94,-0.0998999999999981,19993,0.005657093124456006,0,0,0
95,-0.1269999999999989,11178,0.0008695652173912858,0,0,0
96,0.009900000000001796,16050,0.0030299221062943713,0,0,0
97,-0.020000000000003126,5732,0.003460043196544193,0,0,0
98,0.14869999999999806,15393,0.0029588219840042626,0,0,0
99,-0.120000000000001,46099,-0.0029676025917926463,0,0,0
100,-0.05999999999999872,15088,0.003443822643133958,0,0,0
101,-0.019999999999999574,28461,0.001289767841788527,0,0,0
102,0.05000000000000071,21468,0.001716738197424856,0,0,0
103,-0.049399999999998556,34286,-0.001719690455717934,0,0,0
104,0.019999999999999574,22295,-0.00043010752688178765,0,0,0
105,-0.17999999999999972,54999,0.0012886597938144818,0,0,0
106,0.19480000000000075,39402,0.007672634271099731,0,0,0
107,0.06990000000000052,12529,-0.007299270072992774,0,0,0
108,-0.14000000000000057,27053,-0.001720430107526845,0,0,0
109,-0.019999999999999574,8996,0.0012886597938144818,0,0,0
110,-0.060000000000002274,13418,0.0021431633090440274,0,0,0
111,0.120000000000001,18615,0.0038428693424425024,0,0,0
112,-0.019999999999999574,17770,-0.006013745704467378,0,0,0
113,-0.03999999999999915,8640,0.0017152658662092258,0,0,0
114,-0.17099999999999937,22193,0.0003857859316730396,0,0,0
115,0.21000000000000085,38145,0.0008993576017130962,0,0,0
116,-0.010999999999999233,39480,-0.0026192623126798033,0,0,0
117,-0.120000000000001,16869,0.001329331046312127,0,0,0
118,0.120000000000001,51818,0.004269854824936013,0,0,0
119,-0.010000000000001563,49469,-0.00558179476170041,0,0,0
120,-0.010000000000001563,22925,-0.000859475719810897,0,0,0
121,0.06390000000000029,8565,0.0012875536480687184,0,0,0
122,0.04919999999999902,10540,0.0,0,0,0
123,0.04040000000000177,17688,-0.001719690455717934,0,0,0
124,-0.10200000000000031,17982,-0.002672644193465004,0,0,0
125,-0.030000000000001137,6418,0.003950193215972467,0,0,0
126,-0.00999999999999801,18161,0.0012864493996569955,0,0,0
127,-0.015000000000000568,22291,0.0032058132079503866,0,0,0
128,0.060000000000002274,23960,0.0027706734867860732,0,0,0
129,-0.030000000000001137,23145,0.0004260758414997022,0,0,0
130,0.1224000000000025,31786,0.005508474576271295,0,0,0
131,0.10999999999999943,29400,-0.0133104336625162,0,0,0
132,-0.029999999999997584,14547,-0.005179110919292077,0,0,0
133,-0.0481999999999978,16250,0.0003279028027060632,0,0,0
134,0.13400000000000034,43873,-0.0010192623304829335,0,0,0
135,-0.05039999999999978,21707,-0.003658494295523056,0,0,0
136,0.018499999999999517,5599,-0.001349914273932857,0,0,0
137,-0.0945999999999998,8769,0.00029940899268407934,0,0,0
138,-0.010400000000000631,33272,0.0019142817545561644,0,0,0
139,0.015900000000002024,42382,-0.0017918892065792128,0,0,0
140,0.10999999999999943,33164,-0.0029721496953873236,0,0,0
141,0.1565000000000012,16059,-0.0021805494984736464,0,0,0
142,0.3810000000000002,53976,-0.004820333041191912,0,0,0
143,0.14000000000000057,22482,-0.01920500223313978,0,0,0
144,0.019999999999999574,34305,-0.010379061371841174,0,0,0
145,0.06999999999999673,38046,0.007613076578593738,0,0,0
146,-0.3000000000000007,32469,0.00044762757385861967,0,0,0
147,-0.12650000000000006,4800,0.01325088339222618,0,0,0
148,-0.1600999999999999,23351,0.003955142785494001,0,0,0
149,0.0799999999999983,10811,0.0065603146853146135,0,0,0
150,0.09999999999999787,7941,-0.003068829460762836,0,0,0
151,-0.16000000000000014,13495,-0.0017566974088712845,0,0,0
152,0.020000000000003126,22363,0.00654450261780114,0,0,0
153,-0.04269999999999996,14340,-0.0008733624454149838,0,0,0
154,0.06109999999999971,21082,0.003095193525778098,0,0,0
155,0.05900000000000105,37348,-0.0017924116877453178,0,0,0
156,0.08999999999999986,38640,-0.006584723441615389,0,0,0
157,-0.2179000000000002,27636,-0.004316178837056655,0,0,0
158,0.029999999999997584,14872,0.004734532689776251,0,0,0
159,0.2776999999999994,43545,0.0015465295089220929,0,0,0
160,0.20120000000000005,40855,-0.004634683098591537,0,0,0
161,0.0,26230,-0.008433200177540954,0,0,0
162,0.10000000000000142,14319,0.004858657243816229,0,0,0
163,-0.029999999999997584,18917,-0.004882379050155323,0,0,0
164,0.07000000000000028,21598,-0.0026702269692924913,0,0,0
165,0.03580000000000183,13667,-0.0015243494771748033,0,0,0
166,-0.002100000000002211,21985,-0.0021395485954467395,0,0,0
167,0.05000000000000071,27866,9.379187137124659e-05,0,0,0
168,-0.05209999999999937,25041,-0.006839674609562989,0,0,0
169,0.2008999999999972,9655,0.001665544332210945,0,0,0
170,0.015999999999998238,5133,-0.008831521739130448,0,0,0
171,0.047399999999999665,6089,-0.0013605442176869652,0,0,0
172,0.07000000000000028,16748,0.0004533091568448781,0,0,0
173,-0.03850000000000264,11299,-0.0031832651205093354,0,0,0
174,0.11000000000000298,28351,0.0009086778736939175,0,0,0
175,0.02699999999999747,11767,-0.004701693522618574,0,0,0
176,0.19000000000000128,8894,0.0024134790528235143,0,0,0
177,0.010000000000001563,15327,0.0018181818181817794,0,0,0
178,0.21000000000000085,22333,0.004074241738343135,0,0,0
179,-0.438600000000001,27193,-0.016033926058119586,0,1,0
180,0.05900000000000105,5833,0.02766547406082293,0,0,0
181,-0.148299999999999,27310,-0.0004474272930647879,0,0,0
182,-0.02640000000000242,21913,0.005340453938584666,0,0,0
183,0.060000000000002274,29041,-0.002230151650312094,0,0,0
184,0.09649999999999892,48082,0.0020697482919011956,0,0,0
185,-0.020000000000003126,38174,-0.0061128526645768755,0,0,0
186,-0.08999999999999986,33328,-0.0017945266935845288,0,0,0
187,0.010000000000001563,29317,-0.00044883303411122127,0,0,0
188,-0.019999999999999574,62831,0.0004486316733960525,0,0,0
189,0.4299999999999997,67193,-0.002248201438848953,0,0,0
190,0.13999999999999702,18798,-0.01971572673085739,0,0,0
191,0.06990000000000052,26635,-0.0018373909049149814,0,0,0
192,0.07000000000000028,8529,-0.002302025782688799,0,0,0
193,0.18999999999999773,14757,0.0032124827902707794,0,0,0
194,-0.259999999999998,24214,-0.0027611596870685097,0,0,0
195,-0.16989999999999839,7703,0.013617793917385415,0,0,0
196,0.14999999999999858,22490,0.0054176072234761825,0,0,0
197,0.38000000000000256,24336,-0.0013562386980107406,0,0,0
198,0.0799999999999983,32593,-0.00866393068855455,0,0,0
199,0.07789999999999964,62245,-0.008837100179870178,0,0,0
200,0.08999999999999986,35771,-0.004060046189376499,0,0,0
201,0.28999999999999915,14492,-0.002779064381658116,0,0,0
202,-0.129999999999999,31424,-0.009350163627863454,0,0,0
203,0.17999999999999972,26990,0.008804448563484604,0,0,0
204,0.125,32586,-0.0023921778108087982,0,0,0
205,0.3000000000000007,17565,0.0046925566343041115,0,0,0
206,0.13999999999999702,34903,-0.01074766355140189,0,0,0
207,-0.5981000000000023,122678,-0.0032817627754336753,1,1,0
208,0.0799999999999983,14701,0.022008253094910613,0,0,0
209,-0.07000000000000028,17284,0.002287282708142759,0,0,0
210,-0.3471000000000011,14464,-0.00923361034164355,0,0,0
211,-0.07000000000000028,13434,0.010507080858839671,0,0,0
212,-0.14999999999999858,18028,0.004999999999999974,0,0,0
213,0.2303999999999995,47676,0.0103641859795595,0,0,0
214,-0.08999999999999986,67457,-0.012774487471526206,0,0,0
215,0.25,22392,0.004083484573502716,0,0,0
216,0.04989999999999739,26094,0.0018115942028985121,0,0,0
217,0.020000000000003126,90277,0.0009049773755657523,1,1,0
218,-0.48939999999999984,21170,-0.02501785664591897,0,1,0
219,0.0,58329,0.023965595291987277,1,0,0
220,0.3100000000000023,12085,0.00045248868778287614,0,0,0
221,0.620000000000001,31481,-0.01702715140358955,0,0,0
222,-0.16999999999999815,103597,-0.03132415757000475,0,1,-1
223,-0.31999999999999673,50761,0.016339869281045815,1,0,0
224,-0.7200000000000024,70061,0.0032573289902278614,1,1,0
225,-0.019999999999999574,28128,0.030672079386558557,1,0,0
226,0.12900000000000134,35320,0.00938337801608567,0,0,0
227,-0.1568000000000005,41160,0.0013386880856760882,0,0,0
228,0.129999999999999,81441,0.004884547069271734,0,0,0
229,-0.11999999999999744,16161,-0.0076062639821028255,0,0,0
230,0.030000000000001137,29302,0.004010695187165769,0,0,0
231,0.0,39339,-0.0017857142857144064,0,0,0
232,0.1750000000000007,29585,0.00044622936189208225,0,0,0
233,0.060000000000002274,34578,-0.010825439783491132,0,0,0
234,-0.2799999999999976,57841,-0.005442176870748344,0,0,0
235,-0.120000000000001,48410,0.011653966831017392,1,0,0
236,-0.28999999999999915,67520,0.008884940026654947,1,0,0
237,-0.5300000000000011,92717,0.014448336252189067,1,1,0
238,-0.22000000000000242,264125,0.02767134951042991,1,1,-1
239,0.0481999999999978,30049,0.012610340479192968,0,0,0
240,-0.010000000000001563,27919,0.0,0,0,0
241,-0.03999999999999915,170790,0.00042016806722695643,1,1,0
242,-0.019999999999999574,76257,-0.004219409282700482,0,0,0
243,0.029999999999997584,106945,0.0008431703204047038,1,1,0
244,-0.07000000000000028,121392,-0.001266357112705681,1,1,0
245,-0.11999999999999744,95898,0.0037846930193439804,1,1,0
246,-0.16999999999999815,47307,0.008340283569641338,1,0,0
247,0.2699999999999996,135345,0.011134020618556683,1,1,0
248,-0.030000000000001137,22812,-0.01634534786253146,0,0,0
249,0.05000000000000071,73598,0.0012557555462537101,0,0,0
250,-0.010000000000001563,60607,-0.0020973154362416407,0,0,0
251,0.0,45977,0.0,0,0,0
