timestamp,open,high,low,close,adjusted_close,volume
2017-10-04,2533.48,2540.53,2531.8,2537.74,2537.74,3017120000
2017-10-03,2530.3401,2535.1299,2528.8501,2534.5801,2534.5801,3068850000
2017-10-02,2521.2,2529.23,2520.3999,2529.1201,2529.1201,3199730000
2017-09-29,2509.96,2519.4399,2507.99,2519.3601,2519.3601,3211920000
2017-09-28,2503.4099,2510.8101,2502.9299,2510.0601,2510.0601,3168620000
2017-09-27,2503.3,2511.75,2495.9099,2507.04,2507.04,3456030000
2017-09-26,2501.04,2503.51,2495.1201,2496.8401,2496.8401,3043110000
2017-09-25,2499.3899,2502.54,2488.03,2496.6599,2496.6599,3297890000
2017-09-22,2497.26,2503.47,2496.54,2502.22,2502.22,2865960000
2017-09-21,2507.1599,2507.1599,2499.0,2500.6001,2500.6001,2930860000
2017-09-20,2506.8401,2508.8501,2496.6699,2508.24,2508.24,3530010000
2017-09-19,2506.29,2507.8401,2503.1899,2506.6499,2506.6499,3249100000
2017-09-18,2502.51,2508.3201,2499.9199,2503.8701,2503.8701,3194300000
2017-09-15,2495.6699,2500.23,2493.1599,2500.23,2500.23,4853170000
2017-09-14,2494.5601,2498.4299,2491.3501,2495.6201,2495.6201,3414460000
2017-09-13,2493.8899,2498.3701,2492.1399,2498.3701,2498.3701,3368050000
2017-09-12,2491.9399,2496.77,2490.3701,2496.48,2496.48,3230920000
2017-09-11,2474.52,2488.95,2474.52,2488.1101,2488.1101,3291760000
2017-09-08,2462.25,2467.1101,2459.3999,2461.4299,2461.4299,3302490000
2017-09-07,2468.0601,2468.6201,2460.29,2465.1001,2465.1001,3353930000
2017-09-06,2463.8301,2469.6399,2459.2,2465.54,2465.54,3374410000
2017-09-05,2470.3501,2471.97,2446.55,2457.8501,2457.8501,3490260000
2017-09-01,2474.4199,2480.3799,2473.8501,2476.55,2476.55,2710730000
2017-08-31,2462.6499,2475.01,2462.6499,2471.6499,2471.6499,3348110000
2017-08-30,2446.0601,2460.3101,2443.77,2457.5901,2457.5901,2633660000
2017-08-29,2431.9399,2449.1899,2428.2,2446.3,2446.3,2737580000
2017-08-28,2447.3501,2449.1201,2439.03,2444.24,2444.24,2677700000
2017-08-25,2444.72,2453.96,2442.22,2443.05,2443.05,2588780000
2017-08-24,2447.9099,2450.3899,2436.1899,2438.97,2438.97,2846590000
2017-08-23,2444.8799,2448.9099,2441.4199,2444.04,2444.04,2785290000
2017-08-22,2433.75,2454.77,2433.6699,2452.51,2452.51,2777490000
