timestamp,open,high,low,close,adjusted_close,volume,increase_ratei
2017-06-19,6196.8501,6243.3101,6194.0,6239.0098,6239.0098,1976970000.0,0.008171168444069373
2017-06-16,6154.2798,6161.5601,6125.5,6151.7598,6151.7598,3120640000.0,-0.014182933475393497
2017-06-15,6127.0498,6170.1499,6107.8501,6165.5,6165.5,1858130000.0,0.002228562160408756
2017-06-14,6237.46,6237.5298,6153.5498,6194.8901,6194.8901,1940440000.0,0.004744248812420356
2017-06-13,6206.1201,6226.4102,6180.04,6220.3701,6220.3701,2062110000.0,0.004096219290874746
2017-06-12,6153.5601,6183.8101,6110.6699,6175.46,6175.46,2586540000.0,-0.00727234894242697
2017-06-09,6330.25,6341.7002,6137.6802,6207.9199,6207.9199,3152050000.0,0.005228788470675956
2017-06-08,6311.73,6324.0601,6282.9302,6321.7598,6321.7598,2128780000.0,0.018007628192390344
2017-06-07,6290.4399,6302.7798,6267.1802,6297.3799,6297.3799,1822270000.0,-0.003871435483827156
2017-06-06,6281.8799,6304.21,6269.8701,6275.0601,6275.0601,1889690000.0,-0.003556906172101876
2017-06-05,6305.4702,6310.6201,6292.1499,6295.6802,6295.6802,1739820000.0,0.0032752775466581186
2017-06-02,6261.5898,6308.7598,6253.77,6305.7998,6305.7998,1820000000.0,0.0016048083226492525
2017-06-01,6215.9102,6247.0698,6200.4502,6246.8301,6246.8301,1943610000.0,-0.00943993978642058
2017-05-31,6221.6299,6221.9902,6164.0698,6198.52,6198.52,2209400000.0,-0.007793812071268575
2017-05-30,6204.1802,6217.1299,6200.4102,6203.1899,6203.1899,1688480000.0,0.0007528223503200942
2017-05-26,6207.04,6211.52,6196.6602,6210.1899,6210.1899,1571040000.0,0.0011271797018638672
2017-05-25,6183.02,6217.3398,6174.52,6205.2598,6205.2598,1767690000.0,-0.0007945033985523851
2017-05-24,6154.1802,6166.0898,6139.3301,6163.02,6163.02,1666050000.0,-0.006853750271782239
2017-05-23,6149.5498,6150.9102,6121.79,6138.71,6138.71,1705860000.0,-0.003960115398837932
2017-05-22,6098.25,6135.9199,6097.2402,6133.6201,6133.6201,1726230000.0,-0.0008298362006476311
2017-05-19,6070.23,6106.5498,6070.23,6083.7002,6083.7002,1905520000.0,-0.008205516110080484
2017-05-18,5998.46,6073.4502,5996.8101,6055.1299,6055.1299,2131520000.0,-0.004718362854610323
2017-05-17,6108.6201,6122.8701,6009.48,6011.2402,6011.2402,2347480000.0,-0.007301272040335324
2017-05-16,6160.52,6170.1602,6139.1001,6169.8701,6169.8701,1999330000.0,0.025710411634112022
2017-05-15,6128.1099,6153.04,6124.79,6149.6699,6149.6699,1850790000.0,-0.0032847616747689536
2017-05-12,6119.27,6122.8398,6105.4199,6121.23,6121.23,1740960000.0,-0.004646108706910263
2017-05-11,6110.0498,6120.2002,6075.6802,6115.96,6115.96,1950910000.0,-0.0008616799325043864
2017-05-10,6121.6401,6131.6401,6103.8701,6129.1401,6129.1401,2108000000.0,0.0021503995315753323
2017-05-09,6111.8198,6133.0,6107.5898,6120.5898,6120.5898,1997490000.0,-0.0013969732132677606
2017-05-08,6100.6602,6106.1201,6083.0601,6102.6602,6102.6602,1909710000.0,-0.002937997432660511
2017-05-05,6091.6899,6100.7598,6067.1602,6100.7598,6100.7598,1899570000.0,-0.00031150218371168217
2017-05-04,6075.0601,6080.8198,6054.3301,6075.3398,6075.3398,2056270000.0,-0.0041841281042420166
2017-05-03,6075.04,6076.96,6053.2798,6072.5498,6072.5498,2149360000.0,-0.0004594445647856134
2017-05-02,6102.5098,6102.7202,6081.5601,6095.3701,6095.3701,2146730000.0,0.0037438743875454444
2017-05-01,6067.5601,6100.73,6061.3501,6091.6001,6091.6001,1757000000.0,-0.0006188850118379302
2017-04-28,6072.8701,6074.04,6040.71,6047.6099,6047.6099,1995160000.0,-0.007273981081352366
2017-04-27,6038.4702,6050.7002,6031.5898,6048.9399,6048.9399,1876700000.0,0.00021987323762299692
2017-04-26,6028.1201,6040.8901,6021.7202,6025.23,6025.23,1894210000.0,-0.003935102892337844
2017-04-25,6004.1602,6036.02,6002.6499,6025.4902,6025.4902,1895430000.0,4.318320856295191e-05
2017-04-24,5979.96,5989.9199,5970.25,5983.8198,5983.8198,1836570000.0,-0.006963846070364614
2017-04-21,5919.02,5919.23,5899.4302,5910.52,5910.52,1723210000.0,-0.012401582263489468
2017-04-20,5887.8701,5926.23,5880.2002,5916.7798,5916.7798,1749110000.0,0.0010579741365395773
2017-04-19,5874.4302,5894.6802,5856.3398,5863.0298,5863.0298,1752620000.0,-0.009167615010246067
2017-04-18,5838.5898,5860.04,5828.5698,5849.4702,5849.4702,1608870000.0,-0.002318090277646085
2017-04-17,5821.5498,5856.79,5818.2002,5856.79,5856.79,1381290000.0,0.0012497972438827777
2017-04-13,5828.3701,5856.54,5805.1499,5805.1499,5805.1499,1581870000.0,-0.008895567020586258
2017-04-12,5863.5898,5868.0898,5830.4399,5836.1602,5836.1602,1658960000.0,0.005313476487502847
2017-04-11,5871.1602,5878.9399,5819.29,5866.77,5866.77,1821650000.0,0.005217487646524438
2017-04-10,5883.4302,5907.8501,5865.5601,5880.9302,5880.9302,1630070000.0,0.0024078163689137734
2017-04-07,5873.9399,5892.0698,5855.5098,5877.8101,5877.8101,1692150000.0,-0.0005308269486283834
2017-04-06,5870.52,5889.5801,5856.2202,5878.9502,5878.9502,1845800000.0,0.00019392918143795973
2017-04-05,5911.9199,5936.3901,5856.2598,5864.48,5864.48,2204490000.0,-0.0024674310424795823
2017-04-04,5878.7598,5901.3901,5878.7598,5898.6099,5898.6099,1790840000.0,0.005786092075694108
2017-04-03,5917.3198,5928.9302,5867.73,5894.6802,5894.6802,1854200000.0,-0.0006666519415252746
2017-03-31,5905.6299,5927.8101,5901.77,5911.7402,5911.7402,1902800000.0,0.0028857831066392936
2017-03-30,5896.1499,5916.77,5894.0,5914.3398,5914.3398,1723770000.0,0.0004395418741411433
2017-03-29,5875.3501,5900.8701,5870.9302,5897.5498,5897.5498,1718680000.0,-0.0028469450143515473
2017-03-28,5836.5,5888.7002,5828.8599,5875.1401,5875.1401,1820860000.0,-0.0038143260617734304
2017-03-27,5776.3301,5849.2002,5769.3901,5840.3701,5840.3701,1670760000.0,-0.005953389837400806
2017-03-24,5839.3301,5858.9502,5807.8301,5828.7402,5828.7402,1841920000.0,-0.0019952682056407155
2017-03-23,5812.3101,5842.8198,5806.98,5817.6899,5817.6899,1742640000.0,-0.0018994309064152557
2017-03-22,5790.5898,5825.6699,5781.7998,5821.6401,5821.6401,1857680000.0,0.0006785373077252429
2017-03-21,5923.4199,5928.0601,5790.73,5793.8301,5793.8301,2192090000.0,-0.00479993363975231
2017-03-20,5898.8101,5915.1201,5888.1201,5901.5298,5901.5298,1730550000.0,0.018249454573625996
2017-03-17,5898.5801,5912.6099,5890.4199,5901.0,5901.0,3184130000.0,-8.978139298428238e-05
2017-03-16,5907.8599,5911.48,5887.2402,5900.7598,5900.7598,1766980000.0,-4.070662222180036e-05
2017-03-15,5869.98,5911.2002,5858.1602,5900.0498,5900.0498,1952690000.0,-0.00012033796731682442
2017-03-14,5860.0698,5860.5,5831.8799,5856.8198,5856.8198,1663170000.0,-0.007381138822129983
2017-03-13,5863.48,5877.4302,5860.8301,5875.7798,5875.7798,1799340000.0,0.003226805742448013
2017-03-10,5867.1602,5872.6001,5835.4399,5861.73,5861.73,1982150000.0,-0.0023968691836711497
2017-03-09,5834.6699,5852.54,5812.0801,5838.8101,5838.8101,1883930000.0,-0.003925440219403585
2017-03-08,5838.4399,5860.6299,5832.6299,5837.5498,5837.5498,1810480000.0,-0.000215895374460003
2017-03-07,5836.1201,5859.77,5826.3198,5833.9302,5833.9302,1822000000.0,-0.0006204393737861298
2017-03-06,5846.4199,5857.7402,5827.46,5849.1802,5849.1802,1767840000.0,0.0026072029717942357
2017-03-03,5854.27,5870.75,5841.4702,5870.75,5870.75,1852130000.0,0.003674113188263887
2017-03-02,5897.0098,5897.0098,5856.2998,5861.2202,5861.2202,2040770000.0,-0.0016259071788499349
2017-03-01,5874.8599,5911.79,5865.79,5904.0298,5904.0298,2210360000.0,0.007250911911047688
2017-02-28,5852.79,5855.0698,5817.2202,5825.4399,5825.4399,2298380000.0,-0.013490809509510164
2017-02-27,5835.04,5861.8999,5827.0,5861.8999,5861.8999,1876090000.0,0.006219826442276852
2017-02-24,5802.3301,5845.3101,5800.5498,5845.3101,5845.3101,1683280000.0,-0.002838138561716452
2017-02-23,5866.8198,5866.96,5809.5498,5835.5098,5835.5098,1879670000.0,-0.0016794248207757066
2017-02-22,5857.5601,5864.4199,5848.2798,5860.6299,5860.6299,1872330000.0,0.004286245749795614
2017-02-21,5850.2002,5867.8901,5847.5,5865.9502,5865.9502,1935110000.0,0.0009069800831245236
2017-02-17,5807.3101,5838.5801,5800.7998,5838.5801,5838.5801,1875580000.0,-0.004687800720589599
2017-02-16,5823.0098,5835.1499,5796.71,5814.8999,5814.8999,1943600000.0,-0.004072331494476764
2017-02-15,5777.8999,5821.9502,5776.7002,5819.4399,5819.4399,2083660000.0,0.0007801438073103845
2017-02-14,5756.5098,5783.0898,5748.7402,5782.5698,5782.5698,1945160000.0,-0.006376075218322499
2017-02-13,5753.1899,5770.9902,5751.9199,5763.96,5763.96,1840010000.0,-0.003228648359808218
2017-02-10,5726.1699,5743.4302,5717.4199,5734.1299,5734.1299,1852010000.0,-0.005202201645274923
2017-02-09,5688.02,5722.71,5685.1499,5715.1802,5715.1802,1943840000.0,-0.0033156784802691125
2017-02-08,5662.9502,5686.96,5649.3901,5682.4502,5682.4502,1945060000.0,-0.005759839303123072
2017-02-07,5674.8599,5689.6001,5664.8198,5674.2202,5674.2202,1919100000.0,-0.0014504195660225653
2017-02-06,5656.9502,5668.2002,5650.2598,5663.5498,5663.5498,1732280000.0,-0.0018840480576333897
2017-02-03,5650.73,5666.8398,5647.5801,5666.77,5666.77,1786860000.0,0.0005682602258430568
2017-02-02,5627.1499,5656.0098,5616.3999,5636.2002,5636.2002,2073980000.0,-0.005423831467164742
2017-02-01,5654.5098,5662.1099,5621.0298,5642.6499,5642.6499,2223560000.0,0.001143026789594038
2017-01-31,5592.8701,5615.1499,5576.0898,5614.79,5614.79,2041480000.0,-0.004961877470039018
2017-01-30,5635.8599,5636.0898,5578.7598,5613.71,5613.71,1777090000.0,-0.00019238614035992725
2017-01-27,5664.8799,5667.4502,5643.8999,5660.7798,5660.7798,1663400000.0,0.00831507348157231
2017-01-26,5666.2798,5669.6099,5647.6499,5655.1802,5655.1802,1827490000.0,-0.0009901718074342644
2017-01-25,5635.8599,5658.5898,5634.3301,5656.3398,5656.3398,1959950000.0,0.000205008899924993
2017-01-24,5568.27,5606.5298,5558.4902,5600.96,5600.96,1805370000.0,-0.009887554990572991
2017-01-23,5546.6401,5564.1401,5522.6899,5552.9399,5552.9399,1650290000.0,-0.00864768948786925
2017-01-20,5556.8701,5574.3501,5542.23,5555.3301,5555.3301,1740320000.0,0.0004302534605459039
2017-01-19,5560.6099,5571.5298,5528.3701,5540.0801,5540.0801,1805710000.0,-0.0027526677818250317
2017-01-18,5546.9399,5555.98,5534.77,5555.6499,5555.6499,1683320000.0,0.0028025164076664034
2017-01-17,5555.1602,5557.0498,5527.2202,5538.73,5538.73,1757030000.0,-0.003054833869858394
2017-01-13,5557.5698,5584.2598,5557.2002,5574.1201,5574.1201,1605110000.0,0.006349002060432916
2017-01-12,5542.5601,5550.6699,5496.8198,5547.4902,5547.4902,1801750000.0,-0.004800350976735372
2017-01-11,5550.7202,5564.0801,5524.0298,5563.6499,5563.6499,1954720000.0,0.0029045141751281216
2017-01-10,5536.54,5564.25,5528.1099,5551.8198,5551.8198,1796500000.0,-0.002130850860829476
2017-01-09,5527.5801,5541.0801,5517.1401,5531.8198,5531.8198,1885500000.0,-0.003615446764914504
2017-01-06,5499.0801,5536.52,5482.8101,5521.0601,5521.0601,1710770000.0,-0.0019488467441244701
2017-01-05,5474.3901,5495.8501,5464.3599,5487.9399,5487.9399,1792610000.0,-0.006035087957140235
2017-01-04,5440.9102,5482.3501,5440.2402,5477.0,5477.0,1883360000.0,-0.001997425597955141
2017-01-03,5425.6201,5452.5698,5397.9902,5429.0801,5429.0801,1886200000.0,-0.008826522931573596
2016-12-30,5440.1699,5441.8999,5371.8901,5383.1201,5383.1201,1550820000.0,-0.008537799481754092
2016-12-29,5437.5098,5450.6299,5415.1802,5432.0898,5432.0898,1264480000.0,0.009014891469577629
2016-12-28,5497.4399,5498.9102,5434.7002,5438.5601,5438.5601,1322130000.0,0.001189708283264159
2016-12-27,5470.7598,5512.3701,5469.6099,5487.4399,5487.4399,1216870000.0,0.00890757819507064
2016-12-23,5441.7598,5462.6899,5441.7598,5462.6899,5462.6899,1144280000.0,-0.004530734940674556
2016-12-22,5472.0098,5472.0098,5432.77,5447.4199,5447.4199,1582600000.0,-0.0028031619152399903
2016-12-21,5482.6299,5486.2598,5465.3101,5471.4302,5471.4302,1493900000.0,0.0043883041768493945
2016-12-20,5473.5298,5489.4702,5471.71,5483.9399,5483.9399,1678040000.0,0.0022811519141558282
2016-12-19,5441.2002,5483.4199,5436.54,5457.4399,5457.4399,1685800000.0,-0.0048557566341683395
2016-12-16,5467.8198,5474.5801,5426.0098,5437.1602,5437.1602,3257750000.0,-0.0037298330845576422
2016-12-15,5443.5098,5485.1201,5439.3901,5456.8501,5456.8501,2095910000.0,0.0036082904311407417
2016-12-14,5465.6899,5476.25,5425.73,5436.6699,5436.6699,1974150000.0,-0.003711867810844978
2016-12-13,5433.5698,5486.75,5430.7202,5463.8301,5463.8301,2085710000.0,0.004970908593955046
2016-12-12,5428.2202,5434.8999,5394.4199,5412.54,5412.54,1927560000.0,-0.009476160915208047
2016-12-09,5436.1099,5450.1602,5427.1201,5444.5,5444.5,2038700000.0,0.005870144182202229
2016-12-08,5394.1499,5425.52,5389.1001,5417.3599,5417.3599,2231070000.0,-0.005009838833118623
2016-12-07,5322.6699,5397.9302,5307.3101,5393.7598,5393.7598,2122590000.0,-0.004375445120859955
2016-12-06,5317.7402,5333.9902,5299.9399,5333.0,5333.0,1974850000.0,-0.011393174573410804
2016-12-05,5283.5801,5321.0898,5269.5698,5308.8901,5308.8901,1798160000.0,-0.004541420060663976
2016-12-02,5249.02,5274.54,5239.27,5255.6499,5255.6499,1848930000.0,-0.010130088764093529
2016-12-01,5323.8799,5326.3398,5238.21,5251.1099,5251.1099,2264960000.0,-0.0008645791245008913
2016-11-30,5391.3501,5393.1499,5323.6802,5323.6802,5323.6802,2064430000.0,0.01363160394194967
2016-11-29,5370.98,5403.8599,5360.5601,5379.9199,5379.9199,1788790000.0,0.010453631475070863
2016-11-28,5387.9199,5396.27,5364.9102,5368.8101,5368.8101,1625620000.0,-0.002069322586023331
2016-11-25,5388.4902,5398.9199,5379.2798,5398.9199,5398.9199,768070000.0,0.0055770043930453905
2016-11-23,5366.5498,5380.6802,5350.6802,5380.6802,5380.6802,1616740000.0,-0.0033898502274861244
2016-11-22,5384.75,5392.2598,5365.6001,5386.3501,5386.3501,1886800000.0,0.001052642307821742
2016-11-21,5336.7798,5369.8301,5334.1602,5368.8599,5368.8599,1745320000.0,-0.0032577121261814406
2016-11-18,5340.9702,5346.7998,5315.5298,5321.5098,5321.5098,1858610000.0,-0.008897869548224935
2016-11-17,5295.0698,5334.0498,5288.1602,5333.9702,5333.9702,2081760000.0,0.0023360460469014125
2016-11-16,5253.7402,5299.6299,5251.8799,5294.5801,5294.5801,2057140000.0,-0.007439702347689408
2016-11-15,5241.3501,5287.0601,5236.25,5275.6201,5275.6201,2156500000.0,-0.003593890318220608
2016-11-14,5246.3301,5247.1699,5192.0498,5218.3999,5218.3999,2369190000.0,-0.010965085293673975
2016-11-11,5191.8198,5241.0801,5179.6401,5237.1099,5237.1099,2285050000.0,0.0035725811291453012
2016-11-10,5283.48,5302.6802,5145.3198,5208.7998,5208.7998,2984360000.0,-0.005435052428008579
2016-11-09,5143.8599,5258.9902,5143.8599,5251.0698,5251.0698,2824560000.0,0.008049788254576322
2016-11-08,5154.9902,5214.1699,5145.2998,5193.4902,5193.4902,1736100000.0,-0.011086879493871006
2016-11-07,5128.9902,5169.4102,5122.77,5166.1699,5166.1699,1914310000.0,-0.005288308462329185
2016-11-04,5034.4102,5087.5098,5034.4102,5046.3701,5046.3701,2015130000.0,-0.023739796651062073
2016-11-03,5104.7002,5115.0601,5053.52,5058.4102,5058.4102,2107720000.0,0.00238021424201623
2016-11-02,5147.2798,5156.7002,5097.5601,5105.5698,5105.5698,2105870000.0,0.009236892618723958
2016-11-01,5199.77,5201.1299,5112.3198,5153.5801,5153.5801,1878650000.0,0.009315912252921017
2016-10-31,5205.0898,5206.71,5186.5601,5189.1401,5189.1401,1707260000.0,0.006852773159853497
2016-10-28,5203.7002,5232.3501,5178.7598,5190.1001,5190.1001,1895970000.0,0.00018496753078038638
2016-10-27,5272.1899,5274.1201,5211.75,5215.9702,5215.9702,1918690000.0,0.00495978677178794
2016-10-26,5256.3999,5280.8501,5237.0498,5250.27,5250.27,1725900000.0,0.006532959257333563
2016-10-25,5306.4702,5310.27,5278.5698,5283.3999,5283.3999,1579490000.0,0.00627056452796615
2016-10-24,5290.3101,5311.5,5289.23,5309.8301,5309.8301,1531970000.0,0.004977598059116767
2016-10-21,5238.6499,5259.1299,5225.7598,5257.3999,5257.3999,1649470000.0,-0.009972648266684028
2016-10-20,5238.2002,5252.1001,5216.0498,5241.8301,5241.8301,1741820000.0,-0.0029702984841115344
2016-10-19,5240.3301,5253.8301,5234.25,5246.4102,5246.4102,1546960000.0,0.0008729969303582342
2016-10-18,5255.3198,5264.27,5239.4399,5243.8398,5243.8398,1474430000.0,-0.000490175157524934
2016-10-17,5213.6899,5219.98,5196.0298,5199.8198,5199.8198,1424270000.0,-0.00846567798368696
2016-10-14,5241.2598,5258.8799,5213.3701,5214.1602,5214.1602,1594480000.0,0.002750279901258125
2016-10-13,5200.2998,5228.2598,5169.7598,5213.3301,5213.3301,1735310000.0,-0.0001592264414639943
2016-10-12,5247.9102,5257.1802,5228.77,5239.02,5239.02,1565940000.0,0.004903569751594822
2016-10-11,5321.8198,5321.8198,5227.4302,5246.79,5246.79,1821680000.0,0.0014809054679145778
2016-10-10,5318.46,5340.52,5317.73,5328.6699,5328.6699,1364150000.0,0.015365917111885634
2016-10-07,5314.9199,5315.6499,5266.7998,5292.3999,5292.3999,1646650000.0,-0.006853223619779663
2016-10-06,5306.5898,5315.73,5281.4702,5306.8501,5306.8501,1654020000.0,0.002722933515683685
2016-10-05,5305.2798,5330.8101,5304.0601,5316.02,5316.02,1753340000.0,0.001724955888051734
2016-10-04,5313.4902,5323.6001,5271.7002,5289.6602,5289.6602,1708990000.0,-0.004983269057623054
